workunit,swathpolygon_link
WI_StWide_6_Juneau_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_Statewide_2021_B21/WI_StWide_6_Juneau_2021/spatial_metadata/USGS/USGS_WI_StWide_6_Juneau_Swath_Poly/USGS_WI_StWide_6_Juneau_Swath_Poly.shp
WI_StWide_7_Kewaunee_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_Statewide_2021_B21/WI_StWide_7_Kewaunee_2021/spatial_metadata/USGS/USGS_WI_StWide_7_Kewaunee_Swath_Poly/USGS_WI_StWide_7_Kewaunee_Swath_Poly.shp
SD_EasternP2_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/SD_EasternP2_2021_D21/SD_EasternP2_1_2021/spatial_metadata/USGS/USGS_SD_EasternP2_1_2021_SwathPoly.shp
CA_SanJoaquin_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SanJoaquin_2021_A21/CA_SanJoaquin_1_2021/spatial_metadata/USGS/USGS_CA_SanJoaquin_1_2021_Swath_Poly/USGS_CA_SanJoaquin_1_2021_Swath_Poly.shp
OR_UmatillaUnionMorrow_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_UmatillaUnionMorrow_2021_D21/OR_UmatillaUnionMorrow_1_2021/spatial_metadata/USGS/USGS_OR_UmatillaUnionMorrow_1_2021_Swath_Poly.shp
WI_StWide_8_Marathon_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_Statewide_2021_B21/WI_StWide_8_Marathon_2021/spatial_metadata/USGS/USGS_WI_StWide_8_Marathon_2021_Swath_Poly.shp
MN_RainyLake_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_RainyLake_2020_B20/MN_RainyLake_2_2020/spatial_metadata/USGS/USGS_MN_RainyLake_2_2020_Swath_Poly/USGS_MN_RainyLake_2_2020_Swath_Poly.shp
MN_RainyLake_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_RainyLake_2020_B20/MN_RainyLake_1_2020/spatial_metadata/USGS/USGS_MN_RainyLake_1_2020_Swath_Poly.shp
MN_SEDriftless_5_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_SE_Driftless_2021_B21/MN_SEDriftless_5_2021/spatial_metadata/USGS/USGS_MN_SEDriftless_5_2021_Swath_Poly.shp
WA_KingCo_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_KingCounty_2021_B21/WA_KingCo_2_2021/spatial_metadata/USGS/USGS_WA_KingCo_2_2021_Swath_Poly/USGS_WA_KingCo_2_2021_Swath_Poly.shp
MN_SEDriftless_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_SE_Driftless_2021_B21/MN_SEDriftless_1_2021/spatial_metadata/USGS/USGS_MN_SEDriftless_1_2021_Swath_Poly/USGS_MN_SEDriftless_1_2021_Swath_Poly.shp
MN_LakeSuperior_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_LakeSuperior_2021_B21/MN_LakeSuperior_1_2021/spatial_metadata/USGS/USGS_MN_LakeSuperior_1_2021_Swath_Poly.shp
MN_SEDriftless_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_SE_Driftless_2021_B21/MN_SEDriftless_2_2021/spatial_metadata/USGS/USGS_MN_SEDriftless_2_2021_Swath_Poly.shp
MN_LakeSuperior_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_LakeSuperior_2021_B21/MN_LakeSuperior_2_2021/spatial_metadata/USGS/USGS_MN_LakeSuperior_2_2021_SwathPoly/USGS_MN_LakeSuperior_2_2021_SwathPoly.shp
SD_EasternP2_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/SD_EasternP2_2021_D21/SD_EasternP2_2_2021/spatial_metadata/USGS/USGS_SD_EasternP2_2_2021_Swath_Poly.shp
MN_SEDriftless_3_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_SE_Driftless_2021_B21/MN_SEDriftless_3_2021/spatial_metadata/USGS/USGS_MN_SEDriftless_3_2021_Swath_Poly.shp
ME_MidCoast_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/ME_MidCoast_2021_B21/ME_MidCoast_1_2021/spatial_metadata/USGS/USGS_ME_MidCoast_1_2021_Swath_Poly/USGS_ME_MidCoast_1_2021_Swath_Poly.shp
ME_MidCoast_3_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/ME_MidCoast_2021_B21/ME_MidCoast_3_2021/spatial_metadata/USGS/USGS_ME_MidCoast_3_2021_Swath_Poly.shp
ME_MidCoast_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/ME_MidCoast_2021_B21/ME_MidCoast_2_2021/spatial_metadata/USGS/USGS_ME_MidCoast_2_2021_Swath_Poly/USGS_ME_MidCoast_2_2021_Swath_Poly.shp
WY_NConverse_5_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_North_Converse_2020_D20/WY_NConverse_5_2020/spatial_metadata/USGS/USGS_WY_NConverse_5_2020_SWATH_POLY.shp
WY_NConverse_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_North_Converse_2020_D20/WY_NConverse_3_2020/spatial_metadata/USGS/USGS_WY_NConverse_3_2020_SwathPoly.shp
WY_Laramie_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_LaramieLidar_2021_D21/WY_Laramie_1_2021/spatial_metadata/USGS/USGS_WY_Laramie_1_2021_swath_poly/USGS_WY_Laramie_1_2021_Swath_Poly.shp
CA_AlamedaCo_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_AlamedaCounty_2021_B21/CA_AlamedaCo_1_2021/spatial_metadata/USGS/USGS_CA_AlamedaCo_1_2021_Swath_Poly.shp
CA_AlamedaCo_3_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_AlamedaCounty_2021_B21/CA_AlamedaCo_3_2021/spatial_metadata/USGS/USGS_CA_AlamedaCo_3_2021_Swath_Poly.shp
AK_Juneau_Landslide_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_Juneau_Landslide_2021_D21/AK_Juneau_Landslide_1_2021/spatial_metadata/USGS/USGS_AK_Juneau_Landslide_1_2021_SwathPoly.shp
AK_Juneau_Landslide_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_Juneau_Landslide_2021_D21/AK_Juneau_Landslide_2_2021/spatial_metadata/USGS/USGS_AK_Juneau_Landslide_2_2021_SwathPoly.shp
WA_KingCo_3_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_KingCounty_2021_B21/WA_KingCo_3_2021/spatial_metadata/USGS/USGS_WA_KingCo_3_2021_Swath_Poly.shp
OR_MKRC_Topobathy_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_McKenzieRiverCorridor_Topobathy_2021_D21/OR_MKRC_Topobathy_2021/spatial_metadata/USGS/USGS_OR_MKRC_Topobathy_2021_SwathPoly.shp
WY_NConverse_4_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_North_Converse_2020_D20/WY_NConverse_4_2020/spatial_metadata/USGS/USGS_WY_NConverse_4_2020_Swath_Poly/USGS_WY_NConverse_4_2020_Swath_Poly.shp
AZ_MohaveCo_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_MohaveCounty_2021_D21/AZ_MohaveCo_2_2021/spatial_metadata/USGS/USGS_AZ_MojaveCo_2_2021_SwathPoly.shp
WA_NorthCentral_3_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_NorthCentral_2021_B21/WA_NorthCentral_3_2021/spatial_metadata/USGS/USGS_WA_NorthCentral_3_2021_Swath_Poly/USGS_WA_NorthCentral_3_2021_Swath_Poly.shp
WA_NorthCentral_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_NorthCentral_2021_B21/WA_NorthCentral_2_2021/spatial_metadata/USGS/USGS_WA_NorthCentral_2_2021_SwathPoly/USGS_WA_NorthCentral_2_2021_SwathPoly.shp
MT_Statewide_P3_5_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase3_2021_B21/MT_Statewide_P3_5_B21/spatial_metadata/USGS/USGS_MT_Statewide_P3_5_B21_Swath_Poly.shp
CO_CameronPkFire_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_CameronPeakWildfire_2021_D21/CO_CameronPkFire_1_2021/spatial_metadata/USGS/USGS_CO_CameronPkFire_1_2021_Swath_Poly.shp
AK_DeltaJunction_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_DeltaJunction_2021_D21/AK_DeltaJunction_1_2021/spatial_metadata/USGS/USGS_AK_DeltaJunction_1_2021_Swath_Poly.shp
MT_Statewide_P3_3_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase3_2021_B21/MT_Statewide_P3_3_B21/spatial_metadata/USGS/USGS_MT_Statewide_P3_3_B21_Swath_Poly.shp
MT_HCW_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_HighlineCompletionWibaux_2021_D21/MT_HCW_2_2021/spatial_metadata/USGS/USGS_MT_HCW_2_2021_Swath_Poly.shp
AZ_Yavapai_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_Yavapai_2021_B21/AZ_Yavapai_1_2021/spatial_metadata/USGS/USGS_AZ_Yavapai_1_2021_SWATH_POLY.shp
AZ_Yavapai_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_Yavapai_2021_B21/AZ_Yavapai_2_2021/spatial_metadata/USGS/USGS_Yavapai_2_2020_Swath_Poly/USGS_Yavapai_2_2020_Swath_Poly.shp
NV_Humboldt_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_Humboldt_2021_D21/NV_Humboldt_2_2021/spatial_metadata/USGS/USGS_NV_Humboldt_2_2021_Swath_Poly/USGS_NV_Humboldt_2_2021_Swath_Poly.shp
NV_Humboldt_3_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_Humboldt_2021_D21/NV_Humboldt_3_2021/spatial_metadata/USGS/USGS_NV_Humboldt_3_2021_Swath_Poly/USGS_NV_Humboldt_3_2021_SwathPolygons.shp
MT_HCW_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_HighlineCompletionWibaux_2021_D21/MT_HCW_1_2021/spatial_metadata/USGS/USGS_MT_HCW_1_2021_SwathPoly/USGS_MT_HCW_1_2021_SWATH_POLY.shp
NV_Humboldt_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_Humboldt_2021_D21/NV_Humboldt_1_2021/spatial_metadata/USGS/USGS_NV_Humboldt_1_2021_SwathPoly/USGS_NV_Humboldt_1_2021_SwathPoly.shp
MT_Statewide_P3_4_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase3_2021_B21/MT_Statewide_P3_4_B21/spatial_metadata/USGS/USGS_MT_Statewide_P3_4_B21_SwathPolygon.shp
MT_Statewide_P3_2_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase3_2021_B21/MT_Statewide_P3_2_B21/spatial_metadata/USGS/USGS_MT_Statewide_P3_2_B21_Swath_Poly/USGS_MT_Statewide_P3_2_B21_Swath_Poly.shp
AZ_PimaCo_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_PimaCounty_2021_B21/AZ_PimaCo_2_2021/spatial_metadata/USGS/USGS_AZ_PimaCo_2_2021_Swath_Poly/USGS_AZ_PimaCo_2_2021_Swath_Poly.shp
MD_PotomacP2_TB_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MD_PotomacP2_Tobobathy_2021_D21/MD_PotomacP2_TB_2021/spatial_metadata/USGS/USGS_MD_PotomacP2_TB_2021_Swath_Poly.shp
AZ_BlackRockGoodwin_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_BlackRock_Goodwin_2021_D21/AZ_BlackRockGoodwin_1_2021/spatial_metadata/USGS/USGS_AZ_BlackRockGoodwin_1_2021_SwathPoly.shp
NV_EastCentral_2_D21,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_EastCentral_2021_D21/NV_EastCentral_2_D21/spatial_metadata/USGS/USGS_NV_EastCentral_2_D21_SwathPolygon.shp
OR_SWCentralSycan_3_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_SouthwestCentralSycan_2021_B21/OR_SWCentralSycan_3_B21/spatial_metadata/USGS/USGS_OR_SWCentral_Sycan_3_SwathPolygon.shp
ND_Phase10_2_C23,s3://prd-tnm/StagedProducts/Elevation/metadata/ND_Lidar_Phase10/ND_Phase10_2_C23/spatial_metadata/USGS/USGS_ND_Phase10_2_C23_SwathPolygon.shp
WA_NorthCentral_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_NorthCentral_2021_B21/WA_NorthCentral_1_2021/spatial_metadata/USGS/USGS_WA_NorthCentral_1_2021_SWATH_POLY.shp
CA_SaltonSea_EarthMRI_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SaltonSea_EarthMRI_2021_D21/CA_SaltonSea_EarthMRI_1_2021/spatial_metadata/USGS/USGS_CA_SaltonSea_EarthMRI_1_2021_SwathPolygon.shp
NV_EastCentral_1_D21,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_EastCentral_2021_D21/NV_EastCentral_1_D21/spatial_metadata/USGS/USGS_NV_EastCentral_1_D21_SWATH_POLY.shp
CA_SierraNevada_4_2022,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SierraNevada_B22/CA_SierraNevada_4_2022/spatial_metadata/USGS/USGS_CA_SierraNevada_4_2022_SwathPoly/USGS_CA_SierraNevada_4_2022_SwathPoly.shp
CA_SaltonSea_EarthMRI_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SaltonSea_EarthMRI_2021_D21/CA_SaltonSea_EarthMRI_2_2021/spatial_metadata/USGS/USGS_CA_SaltonSea_EarthMRI_2_2021_Swath_Poly.shp
ND_SouthWest_2_D21,s3://prd-tnm/StagedProducts/Elevation/metadata/ND_SouthWest_2021_D21/ND_SouthWest_2_D21/spatial_metadata/USGS/USGS_ND_SouthWest_2_D21_Swath_Poly.shp
CA_SanBern_EMRI_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SanBernardino_EarthMRI_2021_D21/CA_SanBern_EMRI_2_2021/spatial_metadata/USGS/USGS_CA_SanBern_EMRI_2_2021_Swath_Poly/USGS_CA_SanBern_EMRI_2_2021_Swath_Poly.shp
CA_SierraNevada_1_2022,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SierraNevada_B22/CA_SierraNevada_1_2022/spatial_metadata/USGS/USGS_CA_SierraNevada_1_2022_Swath_Poly/USGS_CA_SierraNevada_1_2022_Swath_Poly.shp
CA_SaltonSea_EarthMRI_4_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SaltonSea_EarthMRI_2021_D21/CA_SaltonSea_EarthMRI_4_2021/spatial_metadata/USGS/USGS_CA_SaltonSea_EarthMRI_4_2021_SwathPolygon.shp
LA_2021GNO_1_C22,s3://prd-tnm/StagedProducts/Elevation/metadata/LA_2021GreaterNewOrleans_C22/LA_2021GNO_1_C22/spatial_metadata/USGS/USGS_LA_2021GNO_1_C22_Swath_Poly.shp
CA_SierraNevada_5_2022,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SierraNevada_B22/CA_SierraNevada_5_2022/spatial_metadata/USGS/USGS_CA_SierraNevada_5_2022_Swath_Poly/USGS_CA_SierraNevada_5_2022_Swath_Poly.shp
CA_SierraNevada_2_2022,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SierraNevada_B22/CA_SierraNevada_2_2022/spatial_metadata/USGS/USGS_CA_SierraNevada_2_2022_SWATH_POLY.shp
CA_SierraNevada_12_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SierraNevada_B22/CA_SierraNevada_12_B22/spatial_metadata/USGS/USGS_CA_SierraNevada_12_B22_SWATH_POLY.shp
CA_SierraNevada_8_2022,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SierraNevada_B22/CA_SierraNevada_8_2022/spatial_metadata/USGS/USGS_CA_SierraNevada_8_2022_SWATH_POLY.shp
CA_SierraNevada_3_2022,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SierraNevada_B22/CA_SierraNevada_3_2022/spatial_metadata/USGS/USGS_CA_SierraNevada_3_2022_SwathPoly/USGS_CA_SierraNevada_3_2022_SwathPoly.shp
MO_NSEMO_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MO_Northern_SEMO_2021_D21/MO_NSEMO_2_2021/spatial_metadata/USGS/USGS_MO_NSEMO_2_2021_Swath_Poly/USGS_MO_NSEMO_2_2021_Swath_Poly.shp
MD_Western_1_D21,s3://prd-tnm/StagedProducts/Elevation/metadata/MD_Western_2021_D21/MD_Western_1_D21/spatial_metadata/USGS/USGS_MD_Western_1_D21_Swath_Poly.shp
MO_Southwest_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MO_Southwest_2021_D21/MO_Southwest_1_2021/spatial_metadata/USGS/USGS_MO_Southwest_1_2021_Swath_Poly/USGS_MO_Southwest_1_2021_Swath_Poly.shp
OH_StatewideP3_3_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase3_2021_B21/OH_StatewideP3_3_B21/spatial_metadata/USGS/USGS_OH_StatewideP3_3_SwathPolygon.shp
MO_Southwest_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MO_Southwest_2021_D21/MO_Southwest_2_2021/spatial_metadata/USGS/USGS_MO_Southwest_2_2021_Swath_Poly.shp
AL_CofDalGenEsc_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/AL_CoffeeDaleGenevaEscambia_2021_D21/AL_CofDalGenEsc_1_2021/spatial_metadata/USGS/USGS_AL_CofDalGenEsc_1_2021_Swath_Poly/USGS_AL_CofDalGenEsc_1_2021_Swath_Poly.shp
KY_Western_1_A22,s3://prd-tnm/StagedProducts/Elevation/metadata/KY_WesternKY_A22/KY_Western_1_A22/spatial_metadata/USGS/USGS_KY_Western_1_A22_SWATH_POLY.shp
OH_StatewideP3_5_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase3_2021_B21/OH_StatewideP3_5_B21/spatial_metadata/USGS/USGS_OH_StatewideP3_5_B21_Swath_Poly/USGS_OH_StatewideP3_5_B21_Swath_Poly.shp
OH_StatewideP3_2_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase3_2021_B21/OH_StatewideP3_2_B21/spatial_metadata/USGS/USGS_OH_StatewideP3_2_B21_Swath_Poly.shp
TN_DavidsonCo_1_2022,s3://prd-tnm/StagedProducts/Elevation/metadata/TN_DavidsonCounty_D22/TN_DavidsonCo_1_2022/spatial_metadata/USGS/USGS_TN_DavidsonCo_1_2022_SWATH_POLY.shp
IL_MidNorth_4_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/IL_MidNorth_D22/IL_MidNorth_4_D22/spatial_metadata/USGS/USGS_IL_MidNorth_4_D22_Swath_Poly.shp
RI_Statewide_1_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/RI_Statewide_D22/RI_Statewide_1_D22/spatial_metadata/USGS/USGS_RI_Statewide_1_D22_Swath_Poly/USGS_RI_Statewide_1_Swath_Poly.shp
IL_MidNorth_1_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/IL_MidNorth_D22/IL_MidNorth_1_D22/spatial_metadata/USGS/USGS_IL_MidNorth_1_D22_SWATH_POLY.shp
WA_NorthEast_2_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_NorthEast_B22/WA_NorthEast_2_B22/spatial_metadata/USGS/USGS_WA_NorthEast_2_B22_SwathPoly/USGS_WA_NorthEast_2_B22_SwathPoly.shp
ME_SouthCentral_1_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/ME_SouthCentral_B22/ME_SouthCentral_1_B22/spatial_metadata/USGS/USGS_ME_SouthCentral_1_B22_Swath_Poly/USGS_ME_SouthCentral_1_B22_Swath_Poly.shp
NY_SE4County_1_A22,s3://prd-tnm/StagedProducts/Elevation/metadata/NY_SouthEast4County_A22/NY_SE4County_1_A22/spatial_metadata/USGS/USGS_NY_SE4County_1_A22_SwathPolygon.shp
IL_MidNorth_2_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/IL_MidNorth_D22/IL_MidNorth_2_D22/spatial_metadata/USGS/USGS_IL_MidNorth_2_D22_Swath_Poly/USGS_IL_MidNorth_2_D22_Swath_Poly.shp
WI_12County_3_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_12County_B22/WI_12County_3_B22/spatial_metadata/USGS/USGS_WI_12County_3_B22_Swath_Poly/USGS_WI_12County_3_B22_Swath_Poly.shp
WI_12County_6_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_12County_B22/WI_12County_6_B22/spatial_metadata/USGS/USGS_WI_12County_6_B22_2023_SwathPolygon.shp
SD_CentralNorth_1_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/SD_CentralNorth_D22/SD_CentralNorth_1_D22/spatial_metadata/USGS/USGS_SD_CentralNorth_1_D22_SwathPolygon.shp
OH_StatewideP3_4_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase3_2021_B21/OH_StatewideP3_4_B21/spatial_metadata/USGS/USGS_OH_StatewideP3_4_B21_Swath_Poly.shp
WI_12County_9_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_12County_B22/WI_12County_9_B22/spatial_metadata/USGS/swathpoly.shp
WI_12County_2_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_12County_B22/WI_12County_2_B22/spatial_metadata/USGS/USGS_WI_12County_2_B22_SwathPolygon.shp
MN_MORiverBigSioux_1_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_MissouriRiverBigSioux_2021_B21/MN_MORiverBigSioux_1_B21/spatial_metadata/USGS/USGS_MN_MORiverBigSioux_1_B21_SWATH_POLY/USGS_MN_MORiverBigSioux_1_B21_SWATH_POLY.shp
WI_12County_1_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_12County_B22/WI_12County_1_B22/spatial_metadata/USGS/USGS_WI_12County_1_B22_Swath_Poly.shp
MN_CentralMissRiver_4_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_CentralMissRiver_B22/MN_CentralMissRiver_4_B22/spatial_metadata/USGS/USGS_MN_CentralMissRiver_4_B22_Swath_Polygon.shp
WI_12County_8_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_12County_B22/WI_12County_8_B22/spatial_metadata/USGS/USGS_WI_12County_8_B22_SWATH_POLY.shp
IL_MidNorth_3_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/IL_MidNorth_D22/IL_MidNorth_3_D22/spatial_metadata/USGS/USGS_IL_MidNorth_3_D22_Swath_Poly.shp
WI_12County_11_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_12County_B22/WI_12County_11_B22/spatial_metadata/USGS/USGS_WI_12County_11_B22_Swath_Poly/USGS_WI_12County_11_B22_Swath_Poly.shp
MN_CentralMissRiver_6_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_CentralMissRiver_B22/MN_CentralMissRiver_6_B22/spatial_metadata/USGS/USGS_MN_CentralMissriver_6_B22_SWATH_POLY.shp
MN_CentralMissRiver_5_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_CentralMissRiver_B22/MN_CentralMissRiver_5_B22/spatial_metadata/USGS/USGS_MN_CentralMissRiver_5_B22_SwathPolygon.shp
MN_CentralMissRiver_1_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_CentralMissRiver_B22/MN_CentralMissRiver_1_B22/spatial_metadata/USGS/USGS_MN_CentralMissRiver_1_B22_Swath_Poly.shp
WI_12County_10_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_12County_B22/WI_12County_10_B22/spatial_metadata/USGS/USGS_WI_12County_10_B22_SwathPoly/USGS_WI_12County_10_B22_SwathPoly.shp
WI_12County_12_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_12County_B22/WI_12County_12_B22/spatial_metadata/USGS/USGS_WI_12County_12_B22_Swath_Poly.shp
MN_BeckerCo_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_BeckerCounty_2021_D21/MN_BeckerCo_1_2021/spatial_metadata/USGS/USGS_MN_BeckerCo_1_2021_Swath_Poly.shp
NV_EastCentral_4_D21,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_EastCentral_2021_D21/NV_EastCentral_4_D21/spatial_metadata/USGS/USGS_NV_EastCentral_4_D21_SwathPoly/USGS_NV_EastCentral_4_D21_SwathPoly.shp
NV_EastCentral_3_D21,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_EastCentral_2021_D21/NV_EastCentral_3_D21/spatial_metadata/USGS/USGS_NV_EastCentral_3_D21_Swath_Poly.shp
MN_UpperMissRiver_1_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_UpperMissRiver_B22/MN_UpperMissRiver_1_B22/spatial_metadata/USGS/USGS_MN_UpperMSRiver_1_B22_SwathPoly.shp
MN_UpperMissRiver_3_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_UpperMissRiver_B22/MN_UpperMissRiver_3_B22/spatial_metadata/USGS/USGS_MN_UpperMissRiver_3_B22_SWATH_POLY.shp
MN_CentralMissRiver_2_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_CentralMissRiver_B22/MN_CentralMissRiver_2_B22/spatial_metadata/USGS/USGS_MN_CentralMissRiver_2_B22_SwathPoly.shp
MN_UpperMissRiver_6_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_UpperMissRiver_B22/MN_UpperMissRiver_6_B22/spatial_metadata/USGS/USGS_MN_UpperMissRiver_6_B22_Swath_Poly.shp
MN_UpperMissRiver_2_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_UpperMissRiver_B22/MN_UpperMissRiver_2_B22/spatial_metadata/USGS/USGS_MN_UpperMissRiver_2_B22_Swath_Poly.shp
MN_CentralMissRiver_3_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_CentralMissRiver_B22/MN_CentralMissRiver_3_B22/spatial_metadata/USGS/USGS_MN_CentralMissRiver_3_B22_SwathPolygon.shp
CA_SierraNevada_11_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SierraNevada_B22/CA_SierraNevada_11_B22/spatial_metadata/USGS/USGS_CA_SierraNevada_11_B22_SwathPolygon.shp
UT_WestEast_2_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_WestEast_B22/UT_WestEast_2_B22/spatial_metadata/USGS/USGS_UT_WestEast_2_B22_SwathIndex.shp
MT_StatewideP4_8_B22,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase4_B22/MT_StatewideP4_8_B22/spatial_metadata/USGS/USGS_MT_StatewideP4_8_B22_SWATH_POLY.shp
CA_SierraNevada_9_2022,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SierraNevada_B22/CA_SierraNevada_9_2022/spatial_metadata/USGS/USGS_CA_SierraNevada_9_2022_Swath_Poly.shp
CA_SierraNevada_10_2022,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SierraNevada_B22/CA_SierraNevada_10_2022/spatial_metadata/USGS/USGS_CA_SierraNevada_10_2022_Swath_Polygon/USGS_CA_SierraNevada_10_2022_Swath_Polygon.shp
